IDNUM;OTEXE;NREG;ZENVI;SUTOT;CHAFF;PRODV;PRODH;PRODT;PRODA;RESEX;CHRAM;CHRSE;CHRPH;CHRAC;CHRAG;CHRPV;CHRCA;ELECTQUA;ENTBT;ENTMT;LFERM;LMATE;ASSRE;ASSAU;TVANR;TXPRO;TAXES;AIMTX;FPERS;CHSOC;CFINL;CAGR4
38958;46;76;0;19;1392956;0;1148141;221872;0;239444;1237;351370;22371;0;0;0;23026;271936;7191;41618;19836;3379;0;19919;0;2357;1450;0;290494;20886;0;197
38960;46;76;0;16;93847;98293;0;0;0;-19189.24;0;12996;14343;0;0;0;2921;7647;1235;5086;17261;162;2007;5860;0;860;0;493;0;0;798;1339
38973;50;76;0;18;383510;95629;28291;800;241908;89968.72;2796;15843;15345;29897;17485;8687;12151;15050;140;12617;19390;0;0;7588;0;3166;0;260;0;0;0;0
38980;15;76;0;19;173053;35702;129238;-100;10754;46130.97;0;12299;10010;1497;530;1435;4189;4107;44;5723;4105;2691;0;6005;0;969;0;0;13240;1005;133;37
39003;28;76;0;4;50601;0;50601;0;0;27565;0;2839;258;0;0;0;0;3800;0;618;4621;1793;0;1898;0;204;0;0;0;0;2;0
39311;37;76;1;8;281705;99946;65535;0;-12404;47905.92;0;13043;16147;59401;0;286;6789;57684;0;12331;8266;0;0;10945;0;1757;230;0;0;0;1894;152
39313;15;76;0;13;106791;0;106313;0;0;-184;2500;6020;1422;0;0;0;678;18740;0;2371;0;2977;0;3363;0;482;0;290;33012;6511;7;0
39315;15;76;0;11;173497;0;175444;0;0;-32479;2093;28705;2808;0;0;0;228;65975;0;2508;0;989;0;8597;0;388;0;29;94418;17236;68;0
39365;37;76;0;9;147470;12476;0;128426;0;55519;0;2315;10083;0;0;0;3477;15582;440;3024;3161;0;3688;4905;0;323;0;0;10750;654;517;50
39367;39;76;0;5;1920925;532758;0;7970;198226;331619;3000;40306;51211;35939;49343;4018;20443;12502;4018;19188;36351;0;11423;13888;0;8937;0;3437;27082;5680;4482;115
39642;47;76;0;12;166280;12241;0;130651;0;91841;0;0;11649;0;0;0;1929;3900;0;3697;2224;288;0;2965;0;475;0;0;0;0;38;0
39643;45;76;0;20;83365;9582;4431;81465;0;33908;0;2415;9528;0;0;0;2272;6603;0;3136;5759;0;454;3043;0;273;0;0;3218;351;8;0
39645;46;76;0;14;455687;89812;0;375238;0;73208;0;3472;16441;0;0;0;7093;3080;0;18200;3215;66;10934;11469;0;1644;4249;1929;145220;11511;13079;577
39646;46;76;0;8;68142;31354;38017;0;0;-26870;0;11683;4622;0;0;0;5061;35056;0;7602;8781;133;0;3999;0;243;1041;0;2708;419;0;403
39648;46;76;0;14;122058;29147;0;74298;0;24588;0;9670;8572;0;0;0;2256;807;0;6555;10721;0;1853;3285;0;646;210;556;6725;428;0;0
39649;46;76;0;22;220607.8;41406.79;0;178558;0;133660.53;0;6645.69;23800.45;0;0;0;9721.14;990;0;0;856.21;468.75;0;4322.97;0;254.7;0;480;1723.1;277.92;247.08;64.42
39659;28;76;0;4;1476252;0;1476252;0;0;176900;65625;53421;144457;0;0;0;5304;210902;146737;27252;700;2746;20817;12903;0;1134;3102;4922;320250;39423;7702;2797
39666;39;76;0;10;2693578;3670599;5828;1479;0;1793472;0;1958;52363;0;0;0;32691;393579;7698;42984;65964;18319;0;14458;0;1952;2945;62405;690302;40443;0;17641
39671;16;76;0;11;634892;0;634892;0;0;134099;0;65014;8047;0;0;0;8685;40362;0;6467;31264;4299;0;5785;0;918;0;375;123516;21533;184;0
39672;39;76;0;4;861846;766316;0;0;0;171010;0;0;31621;0;0;0;15789;124844;0;58657;48770;12549;2830;9698;0;1605;0;601;256435;25983;682;0
39674;37;76;0;13;206948;0;0;203031;0;101753;1624;0;1687;0;0;0;874;6314;694;6294;24617;0;0;3586;0;422;0;0;54490;8054;0;120
39686;28;76;0;1;121600;0;130000;0;0;36663;4569;0;4780;0;0;0;0;6640;0;5832;4619;0;0;2898;0;370;0;0;8191;919;0;0
39690;39;76;0;2;320357;0;0;291464;0;110693;0;0;12757;0;0;0;2782;88400;36682;0;0;0;10765;7691;0;408;5428;1812;51534;10259;0;0
39693;46;76;0;21;147206;10935;133667;2254;0;-7820;0;11272;3812;0;0;0;816;18450;0;6698;0;346;0;2075;0;458;62;0;38456;12310;156;0
39702;39;76;0;8;45038;44980;0;0;0;-6696;0;9651;8373;0;0;0;4943;34440;0;5050;8655;0;0;2462;0;561;0;0;0;0;96;0
40089;37;76;0;13;66592;-2800;0;0;48639;21484;0;0;0;23788;4070;3778;3305;12827;1272;2793;3722;11;0;3325;0;723;768;300;0;0;1455;610
40109;37;76;0;4;29357;-5200;0;0;9569;-5029;595;1782;0;5201;0;59;3411;14429;385;1456;3722;0;0;3893;0;0;174;833;0;0;1492;354
40111;45;76;0;17;210317.65;2924;0;300;31011.4;25330.18;0;0;239.12;53338.34;42883.64;7498.55;4038.61;57200;5840.46;7964.23;4050.46;6028.26;2445.81;5679.64;0;759.08;0;510;0;0;2824.01;882.05
40398;46;76;0;14;96204.73;-5812.4;0;-2160;26786.41;18457.76;0;4152.81;0;13846.21;0;2429.24;5733.64;29237;7874.95;4038.27;2966.73;0;0;3834.46;0;232.22;138.8;290.3;0;0;131.8;278.35
40399;46;76;0;18;17358.21;-1570;0;0;22753.21;18242.42;0;0;0;7644.06;3915;952.43;4871.29;5836.37;330.46;3334.17;6605.86;0;0;3100.1;0;95.75;390;224;0;0;0;45.06
40400;48;76;0;18;22251.31;5;0;6;4624.45;1067.41;0;1218.4;0;2346.51;0;777.01;961.84;3697;500;1585.1;2200;436.35;1140.02;3063.61;0;23.82;232.47;424.72;0;0;138.51;220.22
40401;48;76;0;18;37518.75;3425;0;516;81568.75;58684.8;3694;248.81;0;10059.71;0;1837.44;2879.5;7750;0;1005.9;1556;47.42;0;5326.98;0;113.21;593.74;641.06;0;0;164.64;0
40403;45;76;0;11;70418.94;-2540;0;0;58793.94;-2836.3;6487.5;0;0;15685.44;0;2356.96;5808.36;5874;100;7187.07;2565.35;493.24;0;5991.4;0;123.63;790.91;776.25;0;0;1366.1;11.26
40405;46;76;0;26;48478.47;12735.05;0;90;76425.47;43585.41;2250;2707.81;299.3;8737.43;13234;2414.75;5403.41;1664;0;2667.53;8289.97;0;0;2131.03;0;0;0;234.83;0;0;1462.29;56.44
40412;45;76;0;24;494688.21;6368;488570.21;0;0;139123.01;5519;47601.73;12251.6;0;0;0;2884.5;36057;0;11130.38;8034;0;0;10120.48;0;0;0;825;105226.42;11617.83;2608.2;1215.19
40413;47;76;0;26;67946.56;15040.91;0;810;33788.64;27756.8;0;4545.8;3076.93;3870.02;2340;1406.77;4775.55;3882;176.63;11334.96;18581;0;1643.76;2341.76;0;713.73;0;529.65;0;0;3640.98;372.7
40414;61;76;0;8;216778.02;10541.4;0;-156.25;219939.97;122567.41;0;5262.62;1781.29;48573.25;0;5552.36;14192.14;3910;2378.9;2549.67;29759.33;325.5;1804.29;11892.77;0;500.31;1542;906.76;0;0;5577.37;2056.09
40416;39;76;0;7;120321.63;8199.11;0;0;140417.75;19391.79;0;5964.74;2966.2;10398.92;8302.32;3222.37;6024.74;19145.63;34478.25;22191.28;19989.86;13639.4;2388.21;8711.15;0;364;0;514;0;0;2308.37;1153.65
40418;39;76;0;6;890137.88;890137.88;0;0;0;156116.75;0;0;55772.62;0;0;0;8476.11;16000;0;7765.55;0;4325.66;40087.07;9711.46;0;1134;18724;500;207526.31;27470.92;6564.24;0
40420;46;76;0;14;490621.83;0;0;0;95315.59;104529.26;0;10628.92;5398.1;174666.58;13404.56;15691.18;14584.15;58727;242.06;23119.55;30526.89;3852.49;6612.97;11712.83;0;2665.54;250;1369;20519.37;1991.48;8568.71;113.75
40422;37;76;0;3;24651.42;20104.6;4174.82;0;0;4193.85;0;4712.75;532.08;0;0;0;2857.24;0;101.09;7183.21;10167;0;791.23;3735.82;0;23.98;82;873;130.41;11.75;89.72;0
40436;46;76;0;14;345490.15;345640.15;0;0;0;32376.49;0;2931.09;23033.01;0;0;0;7615.36;22756;0;13461.07;35301.39;0;18790;6300.42;0;0;0;1114.76;152734.89;18790.27;0;0
40438;37;76;0;25;95579;0;96597;0;0;22044;6281;24843;135;0;0;0;0;2645;0;774;0;241;0;3033;0;0;0;278;12494;1102;0;0
40439;37;76;1;13;527825.6;0;0;373691.6;0;-93479.09;844.63;0;14808.44;0;0;0;7309.85;14088;2692.3;10675.6;19566.2;4113.54;12273.3;7530.66;0;0;0;11609.12;66179.05;8992.15;5520.3;0
40446;29;76;0;1;22241.39;5512.32;16779.07;0;0;1003.26;0;10599.44;760.91;0;0;0;557.07;0;0;332.36;876;0;0;2308.39;0;0;416;149;0;0;2495.36;1119.47
40465;84;76;1;25;647898;89101;0;11165;308854;247499;0;15276;27365;36618;0;0;12268;4207;910;10493;26612;0;0;8361;0;6022;0;0;0;0;1144;0
40471;37;76;0;18;59693.74;59693.74;0;0;0;25667.68;0;0;2687.31;0;0;0;1027.76;7096;0;653.78;1040;0;0;2038.4;0;0;580;192;13982.22;5006.03;0;88.26
40484;37;76;0;5;41573.96;-676.8;0;0;39523.96;51820.83;0;390.53;0;11520.96;0;5401.09;2633.42;3526;1055.36;7387.66;1502;335.95;0;7306.65;0;171.27;0;468;0;0;0;0
40887;15;76;0;16;106384;8033;0;-600;7292;9319;0;6241;6290;3527;0;1380;3226;7640;111;2762;19477;85;492;3726;0;1030;0;352;0;0;0;518
41243;15;76;1;21;482269.66;370530.8;0;94623.14;0;9650.91;0;3985.84;29503.93;0;0;0;12254.85;33498;660;4712.5;6316.39;2227;9260.61;6975.72;0;877.9;5132.05;276;160848.56;6716.36;3685.11;51.03
41254;39;76;0;3;816112;22910;0;783;508524;97159;340;9674;6300;434802;114;27993;14342;80024;2026;26422;9944;251;1821;9923;0;4941;124;0;0;0;10211;56
41262;29;76;0;1;371288.36;364020.36;0;68885;0;120745.51;1422.14;8964.34;70317.44;0;0;0;13792.69;9213;295.24;35060.1;45938.26;109.72;7915.93;13639.4;0;3549.48;15;1022;0;0;5986.58;2966.26
41264;15;76;0;14;206119;0;0;0;122359;4200;0;0;0;86076;0;867;944;27677;341;6041;356;755;0;3568;0;240;3;493;0;0;106;163
41268;29;76;0;2;66463.72;63509.55;0;2647.3;0;13113.18;1021;12139.74;11720.7;0;0;0;4301.98;269;0;2636.42;3149.15;0;0;3580.11;0;511.37;1083;262;0;0;0;403.47
41286;48;76;0;17;317004;0;269674;0;0;61924;21045;91061;938;0;0;0;325;10877;2758;4008;0;0;0;4141;0;0;16;1463;18874;5931;1019;982
41323;37;76;0;7;161689;510;0;0;16864;1303.42;0;102;0;43111;13729;6813;4739;40587;708;11835;8192;440;0;6789;0;414;1505;419;9165;362;1480;11
41328;37;76;0;10;32365;29751;0;2720;0;19420.17;0;6503;2544;0;0;0;1207;13100;0;2583;10426;1297;387;3007;0;262;12;199;0;0;0;0
41881;48;76;1;26;219457.19;7302.67;0;0;255216.02;18500.4;0;8533.65;6401.89;58596.44;17190.92;9659.33;19505.48;10000;681.17;11562.7;15581.18;0;0;11376.21;0;30.96;205;572;23249.72;2703.8;6768.56;1767.28
42113;37;76;0;11;449896;66640;0;915;63066;145556;0;16067;14161;79830;0;4487;20173;86589;0;23043;23248;2123;344;8418;0;2281;0;1031;0;0;9443;175
42115;39;76;0;4;30348;30187;0;0;0;11114;0;1906;5454;0;0;0;100;0;0;22;5624;0;636;592;0;143;0;161;0;0;0;248
42116;37;76;0;8;414888;42333;0;1890;47251;116866;545;11976;10598;71674;0;8790;19577;92405;0;33907;23240;13426;0;10283;0;528;0;1627;250;0;7281;1806
42117;37;76;0;12;257624.41;0;0;202761.64;0;24873.1;0;0;2663.36;0;0;0;1368.54;19744.88;207;10784.38;4094.33;390.61;0;5271.97;0;0;0;1662;24074.09;1696.38;716.63;1256.72
42118;28;76;0;2;1116157;1113917;0;0;0;446774;4494;0;52139;0;0;0;12066;50238;13594;19440;7482;0;0;8105;0;0;0;1625;217431;27999;4400;2
42120;37;76;0;12;243698;243698;0;0;0;34729;3136;11250;56085;0;0;0;9916;1105;0;0;25363;2736;6816;4200;0;3513;94;0;0;0;1303;0
42121;39;76;0;11;258049.51;17243.91;0;2280;196552.26;124417.79;1484.1;14349.39;4412.5;75648.36;2987.54;12343.96;20082.85;36560.14;2620.36;26557.49;34147.77;0;0;9247.71;0;721.06;370;2459.52;0;0;2942.55;100.34
42126;37;76;0;4;81141.89;20492.08;0;527;52410.81;35124.54;0;293.1;5917.72;3496.75;0;3312.15;6005.77;7286.29;883.87;8603.02;2931.97;0;0;4543.71;0;477.37;239.76;332;0;0;1414.69;92.67
42128;46;76;0;28;115461;519;0;9;95739;55588;1533;1676;513;20825;3482;5519;5536;6615;8487;4190;5756;0;0;4927;0;190;0;485;600;0;1269;0
42130;48;76;0;9;82585.64;1477;0;335.2;16838.2;42406.02;0;669.41;428.9;15531.86;0;3914.88;2479.84;13211.21;1022.51;3382.41;4496.87;803.48;0;1530.16;0;73.23;0;293;9418.2;1329.25;0;0
42134;45;76;0;20;53421.94;21504.94;0;285;10850;-50526.25;0;8176.98;11194.87;1651.25;0;166.01;6281.23;6541.92;1439.99;7852.04;250.01;0;0;5563;0;0;473.28;938.07;28954.93;6191.25;0;212.66
42138;37;76;0;5;132410.82;11907;0;945;96784.82;8271.08;0;1241.7;2896.95;11791.73;4560;4694.07;13538.81;12273.1;952.5;13650.2;13786.14;0;0;8671;0;530.29;0;1525.99;23177.95;2534.31;2984.37;1239.52
42166;37;76;0;3;193597;18571;0;1080;158143;24946;3604;5009;4241;28816;2080;9017;8280;6664;13037;11532;16743;0;240;14066;0;595;265;459;0;0;5753;94
42170;37;76;0;7;834578;191588;0;-2600;314422;92701;0;31963;61171;221509;0;21085;55190;103769;4735;53018;61353;4932;8304;19334;0;2505;0;3058;12101;2438;11484;0
42172;37;76;0;9;114666;114666;0;0;0;6139;20016;14588;14802;0;0;0;5446;0;240;3943;13594;0;1122;3294;0;864;0;483;0;0;1001;521
42197;37;76;1;11;297903;314812;0;2480;0;85256;19261;32753;35866;0;0;0;18968;4179;0;11002;33943;10639;10343;10251;0;2006;0;800;1143;372;352;1395
42215;37;76;0;7;68978;100823;0;16188;0;54482;0;0;3965;0;0;0;0;1923;0;1795;31845;0;0;3024;0;0;737;491;3622;218;46;0
42221;39;76;0;5;128608;122817;0;0;0;45562;11845;14101;14835;0;0;0;4372;1623;1250;6357;13544;528;2004;3475;0;637;0;436;0;0;401;8
42223;37;76;0;2;176460.59;178364.02;0;10627.1;0;114232.22;0;0;1981.46;0;0;0;0;1488;805.84;459.63;33458.57;1371.13;0;1905.32;0;1186.8;1315;753.76;10807.93;3057.25;1026.26;173.57
42225;39;76;0;4;745611.19;208847.04;0;672139.74;0;256917.73;0;0;8461.48;0;0;0;2316.57;13585;9080.19;18783.43;123614.57;1718.02;0;8138.09;0;3086.11;0;8342.75;138772.89;29572.47;15081.06;5488.11
42579;37;76;0;3;860354.33;37800;0;849165.1;0;271332.96;0;0;10470.51;0;0;0;6455.2;34575;1722.73;13754.23;119337.15;2094.48;0;6124.47;0;7441.37;1051;16658.63;120513;29885.45;15487.36;8139.15
42861;37;76;0;3;498936;268538;0;10073;47810;98861;0;17287;68703;12612;0;1949;26203;10500;1265;27851;36889;0;20401;11825;0;3696;0;1187;4143;304;2009;13
42866;46;76;0;14;56008;0;0;0;0;47231;0;0;0;0;0;0;0;8131;33;356;0;0;0;918;0;0;0;187;0;0;0;460
42879;61;76;0;3;222685;161218;0;76722;0;68032;0;3305;26561;0;0;0;12951;1100;1448;19867;16036;0;7868;8417;0;2213;496;569;0;0;1253;236
42881;39;76;0;8;288411;15362;65130;0;28433;29626;3504;10005;12476;44115;11692;13074;10603;35700;1710;6691;15842;1661;0;5417;0;1139;40;767;36840;2191;2448;2486
42886;39;76;0;6;950197;0;0;990977;0;247773;2934;0;12549;0;0;0;6143;27375;1676;51625;9455;391;0;9484;0;985;7611;10395;127797;23052;14003;299
42888;39;76;0;9;132501;0;0;0;175651;43579;0;895;0;22369;19368;9837;13097;23030;8381;22470;46799;2195;0;7584;0;455;0;879;5284;692;2137;1685
42890;37;76;0;2;151351;11280;0;640;109553;44662;0;1742;4722;6106;0;4298;13055;7565;1442;14414;22742;0;407;7319;0;558;0;747;0;0;2354;515
42903;39;76;0;6;148096.53;18592.87;0;2720;116002.66;24396.1;3868.75;9365.9;2804.08;24229.87;0;2429.9;7335.39;9480;2364.23;11410.54;24835.76;387.6;0;8175.03;0;178.03;104;820;0;0;6891.09;4060.1
42912;37;76;0;3;122731;28870;0;0;69512;44192;0;4781;7717;9319;0;4434;10308;14800;1177;11705;19859;0;5135;4555;0;766;0;854;0;0;1235;1468
42914;37;76;0;13;335399;216564;0;0;0;79652.08;0;5292;29660;0;0;0;21892;8500;273;21894;33131;0;15213;9282;0;2702;0;805;0;0;3630;2124
42923;37;76;0;8;55352;0;0;42715;0;7776;0;0;803;0;0;0;1093;3900;200;1218;4476;599;1352;1366;0;0;0;277;536;125;158;25
42928;37;76;0;18;86795.24;1200;0;0;74545.24;9257.84;0;0;116.49;20977.63;5183.2;2137.61;4795.78;16687;3766.6;4482.35;6880.8;0;0;3900.8;0;280.67;167.23;437;0;0;55.12;0
42942;39;76;0;1;390749;359988;0;8460;0;75008;1286;21801;37634;0;0;0;11958;117537;2852;11885;52550;0;8796;10493;0;5932;0;256;0;0;12673;335
43672;39;76;0;3;96958;1261;0;0;83263;17797;0;417;546;22827;1935;3874;4818;6075;1317;8138;8277;6775;0;5328;0;426;299;401;0;0;585;0
43674;39;76;0;3;131462;-5400;0;0;108778;11332;0;350;0;16649;14049;6350;6037;8814;383;8222;13486;2103;3258;9400;0;0;1719;593;13052;1939;3659;42
43676;39;76;0;11;374510.46;34420.51;0;68753.85;82643.45;71166.52;1397;16144.9;13506.96;63376.69;720;8513.54;18580.73;60028;3093.52;26905.19;29348.83;1039.18;2030.3;7852.61;0;1318.98;0;6198.62;5343.6;347.69;4985.92;3084.49
43682;37;76;0;7;180269;65354;0;10135;114767;18108;2398;8059;14981;24121;4542;5256;11759;47321;758;11129;28939;0;7984;8474;0;2502;26;209;0;0;3796;853
43684;37;76;0;6;272562.01;110750.56;0;9785;32047.13;1671.39;7181.2;14700.65;15284.78;8850.63;0;0;14186.84;1260;2798.67;5119.6;18702.67;221.75;0;6377.94;0;2439.6;28;1270.61;0;0;1614.06;3443.49
43685;37;76;0;10;162440;124629;0;0;37463;105935;0;2768;18767;949;0;695;13528;4142;0;23183;24855;0;0;13180;0;1925;0;939;0;0;2216;271
43690;37;76;0;8;64348;15238;0;2327;45908;14474;1018;2248;2479;0;0;2770;1659;4842;401;1768;1725;0;3914;2256;0;607;129;0;0;0;199;19
43693;28;76;0;8;472558;36015;0;454308;0;46307;0;2709;12429;0;0;0;6412;8500;2382;14173;65169;1869;10010;8110;0;840;202;1163;133529;30361;3843;3626
43699;37;76;0;3;199996;196650;0;-2075;0;109466;0;3289;3378;0;0;0;0;1380;1098;4298;27905;63;2390;4538;0;477;0;45;5662;557;1164;11
43701;39;76;0;5;513986;104174;0;-315;33309;122986.07;0;18523;8254;85873;0;23005;15065;115389;2559;21161;30472;2931;0;9665;0;797;358;3197;0;0;10893;97
43703;37;76;0;3;643398.01;162443.74;0;1739.1;503690.91;124303.5;11000;22077.39;27140.62;261390.17;0;24864.06;17721.36;69681;4346;36770.29;38520.97;141.67;10386.97;15627.92;0;6174.76;100;1506;0;0;7934.85;6273.19
43705;61;76;0;20;36020.9;0;36020.9;0;0;-10150.46;0;2062.98;1218.94;0;0;0;0;13761;0;2375.53;0;0;0;3985.1;0;0;92.52;173;0;0;297.38;0
43707;39;76;0;11;124994.58;90786.27;14452.49;2720;0;17600.73;0;3027.84;23276.09;0;0;0;0;9358;0;1694.29;13238.79;0;0;2447.02;0;2144.62;0;0;0;0;397.51;93.78
43713;37;76;0;3;290472;3686;0;0;12560;82972;0;0;0;41032;450;5142;1774;39307;2345;5269;1266;385;0;3883;0;0;790;1533;77969;12738;1352;337
43717;37;76;0;2;349664;130431;0;209001;0;30040;0;9200;30524;0;0;0;24022;14767;604;16742;25804;11705;5509;9056;0;540;804;2976;66850;28734;866;915
43719;37;76;1;3;314850;15271;0;0;30251;71929;0;6323;4565;79210;0;6384;10287;72143;879;24079;6862;0;10626;1666;0;1208;28;4525;12804;1489;2509;17
43725;37;76;0;3;534924.64;42729.9;0;703;10133.97;108693.89;0;15381.78;7142.79;95935.64;16921.62;0;18400.76;106913;2691.15;33035.26;14695.44;4839.01;0;12063.04;0;679.09;395;1654.76;26713.24;2496.19;10662.32;248.43
43732;37;76;0;3;247291;141490;0;-2400;77841;44618;0;5506;8380;0;0;4933;7336;29513;1493;11231;12869;865;0;9414;0;263;110;783;0;0;8516;1797
43735;61;76;0;18;103430.83;4000;0;0;101833.3;225614.57;0;1875.21;2260.32;5933.48;0;2727.3;4817.38;8561;136.67;12896.12;5851.88;40.93;0;4571.61;0;230.97;237;763.76;0;0;767.38;0
43738;48;76;0;13;70382.84;68055.11;0;0;1152.73;12527.72;5477.4;15542.11;208.51;0;0;323.89;0;11523;0;2352.89;0;650;0;2567.25;0;0;287;254;200;0;188.19;112.17
43741;37;76;0;7;74626.64;39994.19;0;0;26500.45;-8808;0;6634.36;6113.68;2320.93;0;2553.02;9328.7;13001;1033.17;7804.27;10592.08;0;723.03;5682.2;0;418.28;335;449.52;0;0;1765.02;187.57
44021;48;76;0;30;1034963.37;163371.61;0;4635;52753;309124.32;7024.06;36846.59;39777.29;166836.24;0;6641.12;35542.82;124005;4858.74;63807.35;26183.63;0;0;24359.98;0;121.44;21;2548.66;120559.7;15630.61;28212.26;8069.66
44343;37;76;0;6;153566.35;0;0;190722.2;0;91250.85;574.6;0;5357.77;0;0;0;3015.39;18321.85;0;6874.81;6112;72;9491.68;4925.84;0;0;0;2061.85;541.68;51.06;1115.63;48.85
44347;37;76;0;6;36392.65;12378.65;0;716.5;13476;6858.5;740.46;3163.14;859.48;273.39;0;1191.15;7875.77;0;165;7297.96;3696.54;952.5;0;3061.13;0;219.13;303;235;0;0;255.12;190.22
44352;37;76;0;13;191014;0;0;233660;0;20414;0;0;18261;0;0;0;4029;12367;0;10455;7500;0;6094;5451;0;2885;1500;7610;65361;11278;1541;2114
44358;39;76;0;3;62024;0;0;99892;0;57686;0;0;4482;0;0;0;1876;0;114;159;1014;0;1084;3128;0;1125;998;395;4915;2896;22;1355
44361;39;76;0;3;38207;0;0;42286;0;14035;0;0;4620;0;0;0;445;2048;0;1871;1222;0;0;4820;0;0;1686;232;0;0;0;0
44363;28;76;0;3;21497;0;0;18681;0;-30530;5;0;5317;0;0;0;2388;1354;183;555;4666;140;1506;2202;0;0;266;324;0;0;1285;0
44370;48;76;0;7;227816;0;0;183608;0;-48165;1409;1546;9093;0;0;0;4901;18922;0;16156;9058;457;5118;5718;0;4093;0;1308;67488;13512;3610;302
44372;47;76;0;24;73272;70761;0;0;6014;28939;2139;5400;2389;0;0;0;1859;7351;0;4889;4501;0;0;3996;0;367;42;337;0;0;0;11
44374;47;76;0;28;213241.9;75530.9;0;137711;0;31092.9;0;8817;25985;0;0;0;10823;45347;1324;7732;28316;2216;979;16139;0;2433;0;0;14332;588;743;2838
44376;39;76;0;6;491244;206469;0;0;19563;94105;3476;17430;7208;43795;0;8455;9094;59472;2855;33278;17821;3489;13728;16379;0;28;324;2769;47467;4121;2503;9259
44379;37;76;0;9;87128.44;3584.4;0;3710;32213.19;11871.42;5004;3750.64;1196.81;3079.33;5513.58;5691.64;5477.67;14000;597.96;3746.96;3562.41;0;640.08;6001.73;0;301.87;179;0;0;0;2251.43;37.09
44388;37;76;0;8;112045.8;67040.13;0;0;6775.7;39982.95;0;979.95;2374.51;9109.6;3200.68;2417.7;2668.05;10400;3700.67;10369.01;4158;0;0;5565.72;0;823.73;0;0;7442.36;2259.71;139.45;0
44392;48;76;0;11;27392.76;271.51;0;1000;14460;-10692.12;0;2252.05;2015.49;1502.76;0;1130.28;1955.64;11600;0;3009.13;7282;0;0;4613.05;0;10.9;0;188;0;0;421.86;435.73
44403;37;76;0;9;81796;6710;0;0;5565;1833;936;3764;1799;21328;6138;4787;3092;12600;1097;7678;948;0;836;4876;0;306;201;79;0;0;111;9
44878;37;76;0;2;174510;167328;3767;0;0;21113;3642;10757;11555;0;0;0;8086;60710;655;13412;0;473;7730;6006;0;40;610;777;4061;189;1816;141
44880;28;76;0;7;824335;235760;53392;0;446533;81097;7894;18567;23637;251744;0;22243;7155;152015;3277;15455;17031;177;10702;18096;0;173;0;1180;26012;2489;5423;3081
44882;48;76;0;25;409028;178964;0;0;151202;17993;4790;22640;7893;58268;0;7586;14570;34322;2228;24471;9259;428;0;11103;0;850;1965;863;0;0;2566;4276
44884;47;76;0;15;220127.56;-2385.31;0;-184;53620.3;9051.91;328.8;2747;3726.09;93211.57;647.64;4942.25;4852.89;20351;576.24;14869.56;1593.42;708.61;0;8770.95;0;2211.18;0;0;0;0;6330.68;558.48
44888;39;76;0;5;22711;0;0;14927.16;0;-25548.55;0;0;2671;0;0;0;2055;18086;891;255;5489;324;0;3345;0;0;0;2039;0;0;1609.89;750
44890;28;76;0;2;124961;0;17859;106005.04;0;42798.13;836;1346;13901;0;0;0;10315;5229;0;195;11100;413;4573;835;0;491;0;0;15429;1482;0;49
44900;48;76;0;26;226841;40775;189486;0;0;79290.13;7880;45010;6516;0;0;0;3234;86277;190;8683;3250;321;2224;4141;0;897;0;0;11034;499;438.43;0
44902;39;76;0;12;692453.99;655054.19;0;12976.91;0;27148.83;0;0;57858.26;0;0;0;17570.87;249121;2024.73;20453.32;5269.52;16251.8;7512.31;2698.31;0;0;0;2371.88;200610.13;14276.54;7924.73;0
44906;15;76;0;18;367966;3236;0;432;349046;49851;0;1571;278;218502;0;7462;3649;66112;2727;4333;4329;148;0;6721;0;2313;0;230;2315;304;632;44
44916;39;76;0;11;485424.54;77056.47;0;2954.41;39692.51;102501.28;34409.73;24776.37;355;20649.56;0;3243.79;22632.63;134280;1874.05;26182.89;24979.02;55.17;0;13438.05;0;949.66;38;1224.62;60261.93;6565.69;7808.08;88.7
44927;15;76;1;19;93571;67106;0;18943;0;-6835;0;1580;4590;0;0;0;5071;10806;819;6654;16777;414;0;4918;0;339;0;45;0;0;0;0
45208;37;76;0;4;243331.48;8232.3;0;-30;10641.26;116066.77;0;10451.15;0;7781.12;842.4;0;7654.37;37946;8016.45;22293.48;13903.61;33;0;9493.48;0;57;28;880;0;0;3091.47;93.7
45482;39;76;0;7;61659;40734;0;0;0;3061;0;3784;7595;0;0;0;4052;5882;0;7339;4793;0;0;1183;0;456;335;192;0;0;627;539
45483;38;76;0;5;214283;212257;2014;0;0;11951;0;23560;19944;0;0;0;7809;8921;0;9811;22995;380;15454;7513;0;1644;206;555;0;0;1363;0
45485;50;76;0;8;766436;0;766436;0;0;81717;152;173743;8667;0;0;0;13269;106143;3749;23305;0;6222;192;16346;0;0;485;2291;211603;37415;1456;2164
45486;48;76;0;18;1398380;-22968;0;0;1450574;251008.99;0;4389;3265;806378;0;74225;6477;505177;5566;32247;2221;6500;0;14962;0;16236;57;3298;44917;7888;9877;17492
45488;37;76;0;4;143813;142431;0;1382;0;-7329.6;0;1367;12810;0;0;0;3759;16395;21;3901;10338;0;0;3203;0;1139;0;511;25383;1366;1768;37
45490;37;76;0;7;64662;259;0;0;7914;28934.48;0;0;1951;4974;9140;1249;1707;3100;0;4268;662;0;0;3895;0;0;16;294;17407;2865;559;0
