IDNUM;OTEXE;NREG;ZENVI;SUTOT;CHAFF;PRODV;PRODH;PRODT;PRODA;RESEX;CHRAM;CHRSE;CHRPH;CHRAC;CHRAG;CHRPV;CHRCA;ELECTQUA;ENTBT;ENTMT;LFERM;LMATE;ASSRE;ASSAU;TVANR;TXPRO;TAXES;AIMTX;FPERS;CHSOC;CFINL;CAGR4
49081;37;93;0;6;177429;0;0;241749;0;-4189;0;0;13303;0;0;0;2189;33975;0;3448;20629;3528;7996;8054;0;2372;635;2027;63210;22054;99;3267
4293;39;84;0;4;1506370;1385215;0;0;0;366575.4;0;103335;94753;0;0;0;34112;455633;7091;90394;104022;2419;22917;5052;0;11796;0;5475;238737;78975;12616;23111
10453;37;84;0;3;135759;134586;0;0;0;65537.56;0;5014;15133;0;0;0;6216;4978;0;13663;12666;0;4770;781;0;680;1178;440;0;0;2321;830
13531;37;84;0;3;389569;444537;0;0;0;141338.24;0;13795;66295;0;0;0;20525;10894;34;20124;52827;0;15930;2314;0;2666;0;842;22022;3320;2805;8
18060;37;84;0;2;152299.08;154118.49;0;3123.04;0;15965.33;1071.51;5677.13;22237.44;0;0;0;11261.19;2554;1957.3;12518.47;11892.88;0;5068.78;5616.74;0;1421.73;1427.32;508;0;0;1203.33;84.03
18157;45;84;1;11;177020;53367;0;-350;15692;54429.55;0;9563;5259;29741;4392;3907;6098;17911;1318;9612;5280;655;1011;8946;0;996;0;595;0;0;0;0
21137;45;84;1;10;177076.93;170026.02;0;0;0;43407.75;49.44;1377.62;5839.45;0;0;0;1040.26;33566;0;2938.39;14760.11;301.01;5143.13;3559.79;0;0;0;631.84;17690.77;4127.49;5038.29;1261.83
21814;48;84;0;20;766511;453472;0;3150;29065;286670.41;0;52486;39156;44856;0;0;23299;52376;3373;28813;47185;1984;0;8121;0;3913;31;2070;0;0;9150;588
23129;45;84;0;27;503975;0;498525;0;0;66061;13457;185409;4116;0;0;0;1;16424;149;11133;0;1950;0;9219;0;0;381;1257;63614;10117;576;769
24278;37;84;1;16;250535.81;20141.64;0;0;25361.82;64522.23;0;7617.05;4705.72;75281.9;1430;4769.41;7305.83;34698;1674.84;17353.57;13665.45;1816.83;225.09;9277.42;0;90.01;0;994.53;0;0;1457.87;13.54
24927;39;84;0;8;168585.24;35894.48;0;-1650;22787.27;37066.5;0;7011.24;10363.11;39470.49;2988.75;2775.78;6686.79;27564;0;8208.05;13800.84;2486.24;3891.6;5226.22;0;963.77;0;807.91;0;0;264.67;5073.14
25496;47;84;0;18;308752;212167.4;0;7450;63732;-80103.4;0;18860;36766;20223;0;4296;21148;9830;828;18898;30555;0;1697;11073;0;2302;13;1316;100;0;2920;0
25714;39;84;0;4;112653;106195;0;0;-1;43213.8;0;6510;10586;104;0;105;6619;5338;135;7455;10967;0;2031;3538;0;933;0;340;0;0;480;455
26081;45;84;0;16;658254;320145;0;1910;87087;88496.62;2683;19922;42289;47782;0;9093;13349;85629;1814;25891;39219;353;6403;11828;0;4239;41;2746;84181;28554;2840;2005
26788;46;84;0;10;181205.92;171825.92;0;892;0;23482.37;0;10872.28;19603.14;0;0;0;2557.94;4001;0;470.26;12443.43;207.5;0;4893.2;0;198.4;0;1632.48;22919.88;4293.91;413.11;1714.55
27011;74;84;1;23;126441.98;0;126441.98;0;0;39460.43;0;11411.98;2332.47;0;0;0;1449.07;67038;0;8352.03;490;0;0;2250.03;0;330;0;0;8132.46;1141.81;0;0
27226;50;84;0;19;247880.21;241045.93;0;6264.28;0;65810.42;1659.73;15444.98;28104.05;0;0;0;8721.72;6267.5;593.4;3597.87;30978.13;0;4122.31;6059.41;0;2934.59;0;641.35;6602.3;246.01;119.7;421.35
28131;84;84;0;15;468974.86;431540.2;0;2687.4;531.92;161425.63;319.05;23573.32;56920.94;14995.58;2604.07;2630.3;14402.52;14008;2097.45;8931.71;56978.54;0;2921.65;7209.59;0;3689.21;0;858;4933.32;394.79;322.08;13729.52
28294;28;84;0;12;77441;74617;0;1651;0;18765;0;5174;13588;0;0;0;1786;1500;0;5065;10419;0;2698;3180;0;797;0;267;0;0;0;0
28517;50;84;0;26;149272;127836;0;0;9443;-8492;0;8794;28487;2784;0;920;11040;1295;516;13484;19235;0;4750;7167;0;1945;2026;0;0;0;664;0
29210;46;84;0;12;80557;80362;0;195;0;-10650;0;7299;18082;0;0;0;5208;2561;2838;4093;15085;4410;3192;4491;0;741;0;309;5291;365;287;404
29219;15;84;0;18;80316;68875;0;0;0;16113;0;8780;12470;0;0;0;1982;0;328;4642;3051;2940;2509;6151;0;642;2806;278;0;0;128;253
29249;46;84;0;21;294299;296196;0;66643;0;66605;28436;23810;30091;0;0;0;11435;2877;627;16577;55535;0;9667;6608;0;2264;0;859;19917;2667;2462;814
29341;37;84;0;3;93826;72245;13225;160;0;15074;916;6485;20980;0;0;0;2675;0;0;2997;4893;0;311;6202;0;269;1381;616;0;0;480;9
29346;47;84;1;27;884224;560410;0;7262;133186;113477.73;0;19763;71581;65465;12855;25591;62364;53567;3934;42439;59466;537;0;29996;0;5757;0;2889;64031;8609;11622;3015
29347;46;84;1;26;262101;183321;0;9625;34808;73543;0;14031;23373;9018;0;0;9415;8500;505;13483;25612;439;1471;11956;0;1112;0;730;10800;634;1907;29
29356;45;84;0;22;410739;144084;0;4850;31859;7088;0;15149;22088;102853;0;7405;27539;104960;2690;26979;21077;1872;3618;12903;0;2331;0;926;37679;5324;2691;1551
29781;45;84;0;23;207590.14;194195.82;0;812.2;0;68651.23;0;16430.12;26837.78;0;0;0;6016.07;1062;681.08;4396.43;21459.87;637.5;8053;5875.97;0;2033.02;332;528;0;0;8003.6;1321.15
29792;15;84;1;15;181373;181373;0;0;0;25362;0;11757;24436;0;0;0;9631;5279;656;11696;12233;0;3756;7120;0;2158;0;908;0;0;257;0
29805;15;84;0;25;160841;159879;0;997;0;51053;0;6434;12021;0;0;0;5333;2246;606;6522;21043;112;2613;5811;0;1029;170;706;0;0;811;0
29806;15;84;0;21;549027;272675;0;318506;0;272228;20712;2321;15939;0;0;0;1741;0;30;6669;81669;5000;0;3267;0;0;2699;2162;99768;20510;9066;206
30369;45;84;0;13;285962.14;268359.18;0;3736.25;0;68105.27;0;22650.77;31926.45;0;0;0;749.25;3914;0;1934.46;35212.79;0;3973.54;5328.85;0;2184.25;0;626;0;0;2305.55;1.18
30475;37;84;0;4;264700.67;261513.54;0;3060;0;-14474.31;0;38247.58;30960.75;0;0;0;70.65;14227;587.2;1799.13;30763;67.5;7912.15;3925.73;0;2061.15;0;470;0;0;4462.28;3170.94
30479;37;84;0;9;305757.07;333131.03;0;3350;0;100027.98;0;42316.7;33499.87;0;0;0;6134.23;4976;4162.27;3068.19;35970.62;220;10428.67;9586.63;0;1221.71;413;1029.61;0;0;7198.41;778
30484;15;84;1;19;330004;79575;0;-1600;31858;82839;0;4068;17349;26280;3432;3160;15496;38574;2503;23167;22287;1479;3906;11740;0;1290;0;1095;25154;1708;7545;0
30665;15;84;0;15;220414.58;236721.86;0;0;0;93412.26;0;11405.54;47887.05;0;0;0;6177.43;1789;53.55;6510.59;29796.68;0;5181.41;2871.36;0;1762.26;0;630;0;0;616.72;0
30697;74;84;0;16;13086.26;-369.23;0;-200;10383.84;25907.44;0;551.01;962.21;943.18;0;2717.22;897.27;2200;157.17;482.41;2839.97;378.54;0;3638.6;0;39.35;609;198.01;0;0;2815.09;642.94
30919;45;84;0;16;112503.27;55756.3;0;4500;21566.92;42345.29;0;4952.68;8407.1;6472.56;0;1813.39;4332.7;1540.43;31.64;5437.46;17550.09;51.5;293.12;4794.23;0;0;389;1302.16;0;0;3780.72;643.31
31361;46;84;0;11;54720.31;17214.94;0;550;33661.69;37307.97;0;3505.88;3066.01;10758.88;0;3361.44;5728.27;3173.5;224.34;5257.95;9160.26;0;1833.64;5876.96;0;249.88;884;365.79;0;0;5258.19;1021.26
31489;29;84;0;1;220420.58;0;26130.52;240525.6;0;86753.07;0;3270.25;8937.34;0;0;0;5743.55;32015;0;9660.96;12401.53;0;0;2991.44;0;0;0;507;69771.45;8778.68;963.41;0
31683;47;84;0;28;103906.38;96256.38;0;4200;-1385.2;8543.38;0;5475.35;23156.18;0;0;0;4097.46;406.8;0;5170.11;15920.17;0;3823.43;5282.23;0;1052.2;182;928.22;0;0;3448.87;1761.13
32384;45;84;0;24;121900;46248;0;112021;0;37828;0;10290;18680;0;0;0;489;0;0;262;19139;0;3394;3514;0;386;0;329;0;0;568;3145
32431;15;84;0;22;511622.41;33099.16;0;30419.45;0;-222201.32;0;8016.82;27181.01;0;0;0;6983.54;9518;897;3744.25;266;522.32;15684.2;6993.99;0;3674.2;971.17;7577;71530.07;21101.48;301.37;1293.62
32465;50;84;0;6;152607.14;0;0;215759.14;0;68589.65;0;0;29309.19;0;0;0;2025.39;19000;280;2088.79;12510.31;0;3217.4;3594.89;0;378;0;0;40446.94;5886.41;648.52;149.54
32466;46;84;0;11;420276.91;0;0;373636.63;0;166405.62;4191.16;3620.87;17213.12;0;0;0;4334.35;781;788.27;9805.33;45413.9;0;14625.64;7220.32;0;2472.55;0;1091.6;11906.21;5383.84;2811.61;113.76
32478;39;84;0;8;78881.48;59389.52;0;2180;0;4144.27;0;3758.21;10476.48;0;0;0;4150.53;4346;931.25;6498.83;15645.28;0;1886.57;5001.42;0;590.61;0;546.48;0;0;4334.51;177.86
32599;83;84;1;28;233492;92194;0;-400;100525;55161;907;2667;11114;13172;0;2016;10736;12895;1594;20298;18967;0;0;10208;0;1426;0;646;0;0;4760;2929
32602;15;84;0;20;1621542;21409;175113;-1320;-160712;237741;0;43254;17223;740385;909;7132;6845;249730;4664;9458;11951;2353;0;13283;0;8440;35;1551;39451;4803;29918;192
32614;45;84;0;17;259750;161910;0;8196;81045;11700;0;11715;18888;0;0;8076;10494;57010;4002;6515;15477;168;821;16406;0;0;0;940;46327;4587;1168;1604
32866;15;84;0;19;2019247;0;2019667;0;0;110899;116025;245687;55927;0;0;0;39271;208871;0;118362;29343;7219;0;17412;0;0;0;4396;559292;85448;657;0
32871;45;84;0;28;275652;65395;0;2406;40462;57562;2793;9934;10958;49245;4798;9567;6094;25178;1571;8965;17809;9082;0;3622;0;936;80;1344;19592;1557;821;22
32874;45;84;0;18;1133290.6;35182.6;0;7462;327095;215700.6;6122;20892;8568;211322;0;20968;17287;47922;4489;25773;14396;1275;0;11712;0;5549;777;0;0;0;19346;4378
32914;46;84;0;29;277417;3982;0;297612;0;120991;0;1296;12155;0;0;0;1848;7184;5048;6472;12233;0;0;3390;0;0;743;6234;5020;1879;648;11
33460;37;84;0;13;61561.33;-3365;0;0;46751.33;12718.63;1564.92;625;250;1728.62;7179.88;2603.42;3976.99;700;0;2788.9;7540.58;0;0;3928.16;0;163.91;1003.44;308;0;0;946.86;252.47
33509;45;84;1;19;69184;42115;0;402;39828;15639;0;4362;3503;20027;0;5505;1960;32960;0;1730;0;0;2099;2218;0;282;1316;243;0;0;149;19
33510;37;84;0;12;1258085;9745;0;-791;1202838;183154;0;7291;18807;510184;0;51429;12715;391300;22848;21332;16813;4733;4456;21714;0;1796;1854;1826;28334;3725;65748;3020
33523;74;84;1;17;72133.34;1553.4;0;0;64337.94;-2692.31;0;0;193.08;7492.74;930;5533.64;7020.92;4200;1055.97;7260.9;2110;0;0;5961.82;0;169.07;1469;309;0;0;0;0
33533;15;84;0;13;895713;942594;0;300650;0;280775.4;77499;7751;131589;0;0;0;19683;89557;6840;42892;22635;19818;8484;11501;0;1294;0;538;0;0;6284.46;151
33540;46;84;0;22;37068;-750;0;130;22952;19020;1243;1737;0;15931;0;3288;2097;3333;0;3437;900;0;0;2621;0;129;330;211;0;0;0;0
33543;46;84;0;26;39348;-1555;0;-208;3639;11492;0;1279;144;3797;0;1350;960;10530;0;2043;0;0;233;2294;0;189;1148;194;0;0;0;97
33550;37;84;0;6;332386;882;0;209983;0;-76691;0;1125;23063;0;0;0;21662;30635;634;31276;31332;769;555;24586;0;607;0;1520;107515;10582;3329;2794
33551;29;84;0;1;135443.3;-6028.58;0;16805.95;101384.35;54891.29;0;3810.56;4930.79;27775.19;0;3021.45;21623.34;16025;1787.64;10240.35;17024.9;0;26.24;13320.54;0;362.05;0;1220;0;0;1851.75;0.33
33561;37;84;0;9;202748;148507;0;0;0;-40472;0;15182;24910;0;0;0;19923;5683;118;26435;24989;305;3705;12478;0;1874;0;830;0;0;6846;235
33563;37;84;0;6;776146;0;0;709386;0;285087;0;14408;43844;0;0;0;33031;15666;6241;30392;21254;408;6171;10239;0;1580;0;5859;49430;7829;2862;0
33843;37;84;0;2;219768;106486;0;-121;13921;49838;4338;14114;12439;44624;0;6166;13238;17911;1661;16162;7333;4833;3384;7262;0;13;1929;1254;0;0;1886;311
33862;39;84;0;4;338012;0;0;353040;0;114393;4525;0;16207;0;0;0;4715;14739;14913;13863;4310;102;0;6291;0;0;0;6242;39077;5676;608;72
33895;15;84;0;19;146518;0;0;172437;0;46042.9;275;0;16108;0;0;0;2291;11792;492;15333;4215;388;0;2758;0;0;0;1756;12541;893;501;0
33908;16;84;0;15;354390.91;41774.75;0;574.36;225932.13;5783.91;1291.14;12521.28;8076.48;135456.57;0;12651.75;11124.19;32188;205.69;10450.86;11391.35;1366.99;1586.08;8912.92;0;1080.92;0;1128.7;0;0;780.74;713.84
33910;39;84;0;7;113581;154188;0;0;0;47313.12;9671;12420;6162;0;0;0;3117;727;1135;14575;6363;0;1963;3540;0;1025;842;509;80;8;0;0
34365;48;84;1;20;217987;195242;0;0;0;62613.05;0;15898;13060;0;0;0;13958;18805;359;13883;9659;0;5544;5368;0;0;1435;1030;0;0;985;0
34505;83;84;0;14;154793;168617;0;0;0;5138.59;0;16327;16334;0;0;0;13947;24983;946;10465;17119;0;5432;4757;0;1322;0;1238;0;0;520;0
34548;37;84;0;5;249571.04;46367.71;0;9050.29;3487.07;15700.85;6.77;11388.98;6311.67;51430.51;2991.16;5163.86;11242.82;210939;0;4094.9;15429.27;0;0;5603.01;0;1265.74;0;1074.21;0;0;6618.08;1395
34550;39;84;0;7;183304;3056;0;310;29782;81218;0;2020;1208;16646;0;1512;2935;36822;1209;5341;12215;612;0;7247;0;599;0;845;0;0;2559;24
34810;48;84;0;27;354604;29814;0;0;32233;71642;2606;9915;11762;70040;0;8808;12444;43392;7274;10560;20899;0;2196;7422;0;1661;0;1503;0;0;5040;2426
34812;45;84;0;14;105986;112336;0;4105;0;29600;2169;5721;18314;0;0;0;4121;1400;0;7846;9049;0;4815;6025;0;1301;1008;340;0;0;794;139
34815;46;84;0;25;175077.84;145414.15;0;10100;104796.17;78186.94;0;12005.12;17040.38;29790.21;0;3546.13;15113.35;5911;149.49;26649.56;26779.83;3412.73;7218.65;7896.12;0;2005.06;0;1957.37;0;0;0;0
34835;46;84;1;27;258963.29;138176.41;0;-1250;66696.38;43378.73;7826.1;5394.42;32327.11;11229.3;0;5799.67;6853.41;3140;6374.91;10183.94;18665.65;0;3145;9913.55;0;1933.89;20;1921.97;0;0;1943.16;0
34867;39;84;0;15;521383;0;0;677774;0;314790;0;0;43234;0;0;0;23882;12046;25194;28796;43711;2000;0;9492;0;3697;0;6;42579;5986;0;0
35305;15;84;0;26;575959.51;461088.38;21452.53;1365;97800.23;118762.91;4130.07;44267.14;59584.5;29988.74;0;4012.97;23990.76;15000;6221.24;33809.67;74676.88;4070;12190.19;21216.1;0;4523.76;43;1503.73;0;0;3416.48;2655.99
35307;84;84;0;27;565682;304979;0;0;21197;74090.84;1636;58221;38355;81262;0;6338;26577;31116;1481;25730;37786;0;0;11261;0;6203;94;205;0;0;10941;1810
35433;73;84;0;30;65463;58963;0;0;0;13519;1477;4275;9763;0;0;0;1258;1852;0;93;7855;0;502;2408;0;1237;304;0;0;0;388;423
35441;47;84;0;20;86988;68130;0;1203;0;28578;0;12893;8112;0;0;0;4618;1500;257;7068;4364;0;6997;3833;0;618;760;340;0;0;5842;0
35442;83;84;1;22;191228;61073;0;4206;320;19998;0;10884;19443;30824;0;2292;5068;38700;403;8883;17591;860;349;4382;0;293;0;636;14988;1850;3119;1732
35443;16;84;0;13;264098;248933;0;0;0;5669;0;42281;32092;0;0;0;18517;120750;114;36171;78130;9000;6349;10677;0;2929;0;276;12915;484;987;125
35449;46;84;0;20;74181.81;72520.81;0;1066;0;19308.09;1145.52;7521.29;9534.4;0;0;0;3337.11;2210;854;1609.68;4394.36;904.7;602.88;2126.22;0;433.11;1038;500.99;0;0;817.82;0
35451;16;84;0;26;266982.39;250365.89;0;0;0;23084.03;313.66;25443.22;15232.58;0;0;0;8240;170985.71;120;29252;33116;3067;5000;6803.94;0;1410;0;1724;13044;1878;7461.67;909.6
35464;37;84;0;9;290889;0;0;298195;0;224856;0;0;20896;0;0;0;1784;3984;0;2068;14583;0;0;2443;0;0;0;738;0;0;1048.29;0
35467;45;84;0;17;74928.64;-4400;0;0;70215.64;20584.57;0;2068.71;0;25498.98;10157.7;5896.37;3687.17;5731;156;3275.53;5873.85;340.03;0;4474.36;0;757.63;0;1116.23;0;0;134.21;0
35709;46;84;0;19;14841.9;0;0;0;5894.21;12035.92;0;0;0;789.56;7435.87;990.84;810;0;262.4;3044.06;1750;0;0;2334.12;0;10.64;1509;209;0;0;0;77.31
35710;47;84;0;19;606039;11533;0;757092;0;127802;527;3262;18356;0;0;0;5093;43377;9081;21157;52949;66;48860;11351;0;3906;1308;4210;45135;15034;844;0
35715;29;84;0;2;418178.21;53083.89;0;2800;30924.87;83009.54;2111.27;14124.33;17549.07;87903.69;0;4683.23;18365.46;64925;1235.58;26503.1;16994.78;7022.72;1834;9847.14;0;1039.59;23;947.53;24508.11;2239.71;7532.4;654.13
35741;73;84;0;9;193692;109914;0;48570;42138;20198;6150;8447;26839;14069;1850;4144;7034;6780;1988;10211;11459;0;244;5886;0;1153;0;665;0;0;1093;38
35745;15;84;1;23;27118;-25;0;0;25132;23972;480;0;0;3226;0;2242;2770;7105;1269;2381;1897;0;0;2566;0;98;1140;202;0;0;0;0
36144;15;84;0;21;205105;180474;0;29527;0;36656;0;9038;13825;0;0;0;13909;10500;1126;10353;19731;10796;2842;4840;0;0;173;2587;26158;3250;985;176
36230;15;84;0;27;143796;11444;0;-2000;71742;30748;0;2070;2857;11533;3337;15265;8683;23288;247;3529;18256;320;0;6581;0;365;710;483;0;0;6979;1715
36231;46;84;1;26;17484;0;0;6037;0;-1303;0;54;1837;0;0;0;52;10832;720;444;213;0;1108;1355;0;0;975;126;1290;59;0;0
36240;46;84;0;17;151618;-1054;0;0;52557;89029.71;0;485;889;63466;0;5059;6013;29540;215;6586;14308;2876;0;6686;0;198;0;1295;0;0;2936;1441
36242;47;84;0;21;47332;-240;0;0;11998;24232.73;0;0;0;12262;0;4699;6881;5635.63;483;4228;4722;0;0;6871;0;123;2588;769;200;0;958;133
36244;45;84;0;14;340864.73;24348.99;0;220;58143.27;85471;1562.15;11289.84;7065.87;77184.15;1047.5;7798.2;16956.88;56230;585;8727.12;23143.19;600;0;6950.56;0;263.08;0;1344.92;10561.8;1370.8;2806.12;865.59
36253;45;84;0;17;351936;34123;0;2387;311731;92637;872;4253;5457;181397;0;11913;3203;63559;592;5107;6828;0;0;5251;0;465;258;1392;0;0;0;2669
36264;46;84;0;26;125149.02;21496.56;0;1600;116985.91;23853.47;905.24;5695.56;2897.14;12659.87;598.4;1423.86;14635.26;14099;1118.31;4953.4;11526.8;0;280.94;3798.5;0;300.89;96;735.76;1650;0;806.92;633.41
36265;47;84;0;25;237402.54;8942.53;0;800;22530.51;97711.3;144;8224;3110;27612;0;1455;5813;39469;2376;6742;17775;1721;0;7152;0;797;0;828;2524;60;2820;0
36270;37;84;0;3;36764.05;12000;0;0;43766.08;39872.07;0;0;42.26;0;1437.09;2070.17;1153.3;3675;493;4645.1;3421.7;0;0;2208.4;0;37.11;1184;492.76;0;0;780.16;451.34
36282;15;84;0;11;516354.33;369.72;0;539040.55;0;108203.66;0;412.5;11680.95;0;0;0;2163.35;51723;4769.76;14817.18;25754.01;5760.33;8425.78;8669.9;0;864.71;0;5821.51;55360.24;9135.48;9768.97;1116.89
36283;46;84;0;19;39645.5;3756;0;163.6;28636;22118.52;0;710;568;0;2286;1912;6535.38;4936;154;4869;3510;0;0;4376;0;119;0;312;0;0;16;228
36285;15;84;0;20;42034.36;2179.24;0;-300;17389.32;5381.62;0;2260.97;0;13677.96;180;479.95;4497;5520;44.05;6662.47;3885.4;0;0;4134.37;0;105.25;0;234;0;0;216.4;308.68
36288;16;84;0;12;937113;0;0;1159493;0;223707;0;0;27875;0;664;240;20514;55494;6131;35234;118589;14337;0;7370;0;9083;0;2247;191117;48823;2604;3806
36292;37;84;0;5;50871.49;33203.98;8757.51;0;0;10644.81;0;5286.5;4310.87;0;0;0;2260;1400;140;1380;0;0;159;3066;0;498;1854;205;939;767;62;284
36294;28;84;0;3;30952.88;-13529;0;-450;17035.01;10176.61;0;406.5;404.54;2650.69;0;2208.85;3883.22;8185;1226.22;5683.38;4204.75;0;0;2428.66;0;99.64;180.5;0;0;0;0;30.66
36295;47;84;0;26;747288;279844;0;291470;188411;108244;0;29134;85847;51535;0;5965;21692;86350;5899;14793;57120;5079;42373;16670;0;1838;0;1055;98615;32699;9762;2216
36329;84;84;0;7;155493;83570;0;80888;0;20968;6258;0;13481;0;0;0;4671;26217;4226;6288;13371;200;0;7150;0;0;0;540;25425;7270;2851;2142
36496;45;84;1;25;576135;562866;0;0;0;48703.03;0;33862;55597;0;0;0;12809;85500;2259;10329;60602;4580;23111;8884;0;8357;0;0;0;0;1957.4;0
36528;37;84;0;3;905250;0;925590;0;0;12328.34;26110;160641;22592;0;0;0;14070;90333;2181;11372;8921;18717;9953;11381;0;1008;0;170;399382;67101;14701.65;15986
36540;46;84;0;26;46196;26526;0;-110;25936;9298;0;5668;3758;603;0;385;4478;19609;944;4442;5786;0;0;4603;0;0;0;402;0;0;996;1701
37058;46;84;0;23;67282.45;-180;0;30;62079.95;100894.96;0;937.51;0;13538.35;0;3175.17;4484.28;4765;709.36;4439.26;2315.5;0;0;6782.92;0;180.71;0;429;0;0;0;0
37061;46;84;0;16;91587;1805;0;87600;0;43563;0;2590;7059;0;0;0;2512;1079;0;3015;2452;0;0;2132;0;356;0;0;0;0;114;0
37078;46;84;0;22;218032.27;0;0;224492.27;0;-27512.68;0;640.8;19916.39;0;0;0;7467.41;1200;0;17356.81;13873.43;0;3513.43;3964.77;0;556.58;899;0;65674.27;14007.94;2235.52;4.34
37082;48;84;0;14;145568.61;206.8;0;0;-1536.75;44616.55;0;471.99;0;39587.69;12653.4;3115.11;2333.7;24365.68;1001.06;10622.12;3000;2977.54;0;3654.13;0;102.82;0;570;0;0;572.87;462.69
37084;83;84;0;27;217940.17;223602.17;0;0;0;31583.23;0;10561.19;43889.99;0;0;0;18852.04;53607;293.24;13659.66;26551.13;0;2444.16;6193.6;0;2873.07;0;0;0;0;3310.93;1395.68
37097;73;84;1;19;199070.15;164655.79;0;0;0;22038.99;0;9728.25;32270.9;0;0;0;10533.59;6522;72.76;9639.03;20798.72;0;2922.78;5007.02;0;1793.79;0;0;0;0;173.3;349.63
37099;28;84;1;10;449033;76955;0;-55;88215;136069;0;20924;23399;88375;0;10910;19984;38344;0;18168;19769;7460;14110;3137;0;1863;581;4924;0;0;7976;1064
37107;29;84;0;1;90951;79769;0;3816;7045;-4520;0;16498;6282;109;0;0;3455;12571;387;4968;9702;2606;5941;571;0;207;616;2382;0;0;855;934
37114;45;84;0;17;158864;133984;0;0;0;41515;0;4216;13150;0;0;0;4807;99158;1104;7634;7864;135;2510;7001;0;112;0;1185;11583;479;1372;775
37116;15;84;0;18;127391;170738;0;4782;0;41636;0;26021;20603;0;0;0;12450;4407;663;12917;6726;216;5044;726;0;836;213;5014;0;0;154;867
37123;83;84;0;24;221176;138876;0;1197;12032;9966;0;17069;13206;5953;0;2565;6935;3123;130;14120;20085;5319;9764;728;0;1072;671;732;444;35;1925;139
37133;37;84;0;3;426370;16885;304429;73101;0;75761;1971;35007;16400;0;0;0;7177;5668;0;16003;11601;0;0;8266;0;830;0;484;57302;4438;4880;351
37201;39;84;0;7;367138.93;362813.23;0;0;0;83137.68;0;16029.94;46478.07;0;0;0;16062.87;314;223.91;18060.25;61729.77;0;9853.93;7475.13;0;4368.47;688;1284.2;45088.07;4118.81;8892.19;292.68
37208;45;84;0;12;403780.76;27388.03;375780.64;0;0;143717.2;5371.77;28758.65;7604.3;0;0;0;3403.8;24970;0;9151.37;6704.72;535.15;272.93;11264.23;0;707.22;916;1003.51;77394.42;20395.09;3804.78;60.42
37303;46;84;0;18;59872.93;53760.66;0;3305;-2375.2;-10048.66;0;7686.31;3286.27;408;2455.37;142.43;6697.85;11348;0;3071.54;8869.9;0;6292.69;9704.53;0;331.18;0;421.12;0;0;1953.43;2127.73
37360;15;84;0;13;97792.87;6104.15;0;-200;14852.12;-1285.96;0;2317.5;1678.5;20788.81;0;2816.25;4736.08;17680;571.22;3688.35;8419.53;1552.6;180.21;10126.61;0;212.4;1106.68;499.76;0;0;1776.93;0
37361;37;84;0;3;696634;20410;0;100;326108;123169;0;11432;7471;206873;0;26338;12576;105312;925;19328;13018;2621;2957;14514;0;1586;20;4651;0;0;10035;16
37362;39;84;0;10;267685;1564;0;0;83420;54832.36;0;8281;6286;59813;0;7014;20834;25352;0;22649;18163;1946;1692;14293;0;1172;3;918;0;0;2430;242
37369;28;84;0;4;324682;222973;0;675;54646;33824;0;17718;31917;19363;0;2695;14263;13768;1688;13509;40680;0;6262;9727;0;4039;0;0;0;0;2920;0
37381;45;84;0;23;515911.44;220655.22;17891.25;0;52750.3;121574.4;577.5;29448.57;35953.3;74665.76;13803.24;7229.89;18978.39;38827;6034.26;16260.07;28815.02;3746.96;9071.56;10534.15;0;3820.87;0;4131.44;0;0;1847.37;0
37382;15;84;0;26;125839;112891;0;0;0;21793;0;1929;20113;0;0;0;7423;6268;0;3344;11745;0;1741;4879;0;1487;0;510;0;0;829;56
37383;39;84;0;10;182418;178954;0;1423;0;53458;0;14120;20943;0;0;0;11606;2136;338;8636;16421;0;1098;7060;0;2224;369;628;831;7;3614;136
37876;45;84;1;17;301696.61;166477.96;0;0;0;23195.64;0;24649.74;32468.78;0;0;0;15679.26;19430;3307.39;16189.86;33679.4;524.83;8506.71;8305.31;0;1821.53;0;975;42001.77;7902.38;5971.47;958.61
37885;46;84;0;22;70387;65195;0;5192;0;25512;0;5899;8224;0;0;0;4621;7066;215;3518;3124;0;3208;2661;0;635;60;296;0;0;0;0
37918;46;84;0;25;134563;78903;0;150;6210;14045;0;4434;25374;213;0;1047;2251;1745;0;1040;12088;0;4398;11070;0;1242;0;403;413;91;344;0
37922;46;84;0;12;193441;275448;0;4246;0;31849;0;6777;39781;0;0;0;3345;11440;1764;6058;37726;0;22573;8910;0;1522;36;808;1114;60;68;0
37925;46;84;0;27;132536.62;6310;0;4267.5;103174.78;45869.84;0;761.86;818.82;27827.92;8232.36;2681.49;11065.37;4535;134.37;11296.13;4971.54;130.75;0;6967.12;0;580.24;549;515.76;0;0;1411.4;19.41
37927;46;84;0;28;42913.28;-705;0;150;23939.18;15035.91;0;875.04;99.87;17441.97;0;5571.81;1904.67;1200;2077.21;3909.12;7000.93;0;0;3155.74;0;143.39;96;420.89;0;0;0;102
37928;46;84;0;29;677350.34;32709.99;0;503505.57;0;65787.65;7810;9172.66;33131.8;0;0;0;5082.55;20525;0;30564.11;56739.44;0;9564.13;9828.96;0;2835.7;0;1507.75;99712.22;28417.26;4695.64;1271.9
